,text,category,label
6280,I want Trump to win the election coz I am a Bear!,normal,False
6281,willfull defaulter. ....,normal,False
6282,These idiots are just playing with our sentiments AV has lost his ground and KV is now diverting this and making space AAP that's it . Its a bate for foolish people don't fall for it use your own mind . Kashmir is ours and will remain with us one pic or one video will not change any situation . We are getting ready to take Baluchistan our mind set is to take from PAK not giving anymore,Overtly_Aggressive,True
6283,direct information from bajaj its not bike launch event :-D,Covertly_Aggressive,True
6284,"If half of that much money invested on each player before the Olympics we can get many more medals.
India is A huge country ..there is no reason we cant win more medals . We can be in top five if we have better infrastructure for sports.",normal,False
6285,Some ppl dnt understand these thngs...thy can only blame our pm...thy want chnge with out any chnge...good job sir...salute,Covertly_Aggressive,True
6286,Same guy shamed UDF when aadhar was launched... Everything is approximate which anyone can estimate to be any limit..proven data talks and not numbers on speeches.. Income tax is still squeezed from middle class..prices of fuel and other essential commodity is high only,Covertly_Aggressive,True
6287,"3,373 villages electrified post PM's speech on Independence day in 2014!",normal,False
6288,@ArunThukral I am a long term investor. which is the best Defense sector stock that i can buy and hold,normal,False
6291,"Why new name???
Pulsar 400CC ll be better. 
Pulsar is a hit model and name too.....
""Definitely male"" tagline is superb and it's better than its new tagline ""The Fastest Indian"" ! 

Dominar is not as much punching than Pulsar !!!

Anyways Good luck.... 

NB: Its not at all easy n not a good idea to have a competition with the Mighty Royal Enfield ! :p",normal,False
6292,"Though the IITians and other talented people leave our country to get to do what they want, their base (family) is in India. Hence in spite of spending a part of income they earn, they save and remit it to India. Such remittances serve a great purpose of balancing the current account deficit of our country. Hence though they aren't contributing directly at the beginning of their careers, they benefit their families and indirectly our country. Reverse brain drain is a phenomenon that is widespread today. A lot of these talented people left our country because they could not find the right environment in our country to nurture their interest or talent. Nowadays a lot of them return back with distinctions that are recognised throughout the world and are contributing by helping to set up the atmosphere so that in the future, our people need not go abroad.",Covertly_Aggressive,True
6293,"Iyogi employees need justice ..
Most of the employees, even people in higher management have not been paid for more than 3 months...
There are people who even feel to commit suicide now as they are broke..",normal,False
6294,"My grandson Akshit Kumar Paytm Id 9915028477 transfered Rs.2600 to Deepika Kapoor Paytm Id 9872857393,Trx. Id 407385953. But notreached its destination even after12days nor refunded",normal,False
6295,Indian politics doesn't have enough courage . We can never beat Pakistan.,Covertly_Aggressive,True
6296,Will Consuming almonds and a glass of milk help improve memory power,normal,False
6297,its a shame that we haven't taken any action yet and we still wait for more of these things to happen...kill them all..,Overtly_Aggressive,True
6298,SS Rajamouli sir's imagination n creativity can gv a good competition to Spielberg....for sure,normal,False
6299,Where is the black money? Y r u not naming n shaming the ppl whose money was found now?,Covertly_Aggressive,True
6300,Yes rss against secularism ad u communist are very secular like destroying india..making antinational agenda..👍🏻,Covertly_Aggressive,True
6301,"Over reacting....!! 
Why should we reward them extra penny? 
Just think, if we invest same amount for training we will get few more medals next time.",normal,False
6302,Step towards modern India. Happy to be part of  ICICI Group.,normal,False
6303,Great Lady. She could speak all the 4 major South Indian Languages as well as fluent in Hindi and English. As I heard she could even speak French and Spanish too. May her soul rest in peace.,normal,False
6304,No work make this men a nonsense to our society,Covertly_Aggressive,True
6305,"Can anyone deposit 50,000 in my Jandhan account? I think there are enough black money with Govt. after demon.😜
-A True BPL card holder.",normal,False
6306,"lupin corporate social resposibility of restricted only in few states of Rajasthan, Madhya Pradesh, Maharashtra and Uttarakhand---but they make business in all india",normal,False
6307,A DALIT then I guess it's high time to remove reservation.,Covertly_Aggressive,True
6308,Same as BJP will win in Bihar 2015 election!!!,Covertly_Aggressive,True
6309,As always Brahmin work for noble cause.. Here is true & live example for it !!!,normal,False
6310,Market is going down as there is no trigger for upside left.demonitazion will have its casualties,normal,False
6311,"Who is shirish kunder..???
As if ppl knows him n will listen to him😂😂😂...bolo Jai Shree Ram",Covertly_Aggressive,True
6312,She can be sold exclusively at a nearby florists shop 😂😂😂,normal,False
6313,Proof reading guy must of asked for bribe and they refused. #fucktheworld 😂,Covertly_Aggressive,True
6314,I don't know on what basis people are comparing him with dawood. Like yogi is in politics for years now. You need some qualifications to be something. Dawood has nothing to do with CBI.  Dumb people i swear. First they vote for them and then they cry.,normal,False
6315,I want all 3 of them bt only those player will be selected who will shake their tail in front ko kohili..,Overtly_Aggressive,True
6316,Are you seeing her age ? If my grandmom was to go to the bank I'm hoping and praying that people would have it in them to let her go ahead.,normal,False
6317,"Maybe Trump's executive order isn't quite as ""Islamophobic"" as the liberal media would have you believe? https://www.whyps.com/about-us",Covertly_Aggressive,True
6318,"If a conspiracy, why suspended??
Should have waited for the investigation.",normal,False
6319,"Pakistan was made by Islamic radicals, many of them are now trying to create another Pakistan in India.",Covertly_Aggressive,True
6320,This bus race are pollachi to coimbatore route in tamilnadu,normal,False
6321,He should go back to SLEEEP,normal,False
6322,Rajnath singh plz submit your Resignation if you can't handle the situation.  Please,normal,False
6323,"Rajnath will say modi will not go on nawab,s birthday know...",normal,False
6324,Come on Bajaj... There's a bike to be launched. Cut the trash.,Covertly_Aggressive,True
6325,People in Tamilnadu have some sort of inferiority complex( I really don't know why) and that is why they are so servile!,Covertly_Aggressive,True
6326,Song releted to love and sadnesss .......why they use for launch ????,normal,False
6327,No need of cleaning the floor.. ;) multi purpose gown. ;),normal,False
6328,Factually those who accept from their masters are also SLAVES....lolz,Overtly_Aggressive,True
6329,The photographer we hired for a marriage is demanding 60000rs in cash. Where should we complain?,Covertly_Aggressive,True
6330,"Sir ,With due respect i want to convey you that there are doubts in the trading community that by mere verbal assurances of not doing postmortems by concerned authorities will work! Pl see the example of corruption by black sheeps in banking sector in issuance of new notes!",Covertly_Aggressive,True
6331,Hizib claimed the responsibility but said bank employees shot dead by crpf... Bloody cowards,Covertly_Aggressive,True
6332,Enough of this!!!!,normal,False
6333,"Here we see a non biased, non prejudiced journalist solely dedicated to reporting facts. 

Keep it up.",normal,False
6334,I won't be surprised if 2017 Wud prove historic for Indian films at #Oscars Bahubali is indeed truly an international project and it has every material to win the oscars for the best foreign film .,normal,False
6335,I have tremendous respect for the Indian IT industry: Mukesh Ambani,normal,False
6336,56 million I guess? coz even the Buckingham Palace isn't that expensive 😂,normal,False
6337,Views on rane brakes..can  hold  for few months,normal,False
6338,"He is out of industry for a while no work, wants some public attention and issues like these are common these days to get back in action.",Covertly_Aggressive,True
6339,".....dept of psychiatry is corruption bounded field ......ask your health professional , would they like to unhide the fact",normal,False
6340,Better ask PM Modi because before becoming PM he was talking BIG things of destroying Pakistan & now why is he keeping quite.,Covertly_Aggressive,True
6341,What would you  say if the British still ruled annihilated most of Indians build a great nation and CNBC  would done a documentary showing off great progress of British empire interviewing the brits.... neglecting suffering of Indian.... who are in a ghetto may in Port Blair ...remember we have only got freedom just 60 odd years back and would the one whom we regard Father of nation  be proud of TV 18 network if he were to alive today ?,normal,False
6342,You are our INSPIRATION.  India will be No. 1. Country in your leadership.  SALUTE YOU N RESPECT YOU FROM BOTTOM OF HEART.,normal,False
6343,"Incredible india !!! All poor humans of the country should wear the skin Nd horns of cattle to get safety, food and shelter in the incredible india!!!",Covertly_Aggressive,True
6344,Kerala is the best in india . If u dont know that ask somebody who knows about kerala . Or browse in internet .... Dnt b sooo smart mr.,normal,False
6345,No India is better off in BJPs hands but it is very sad that Kerala is in your hands since many murders are taking place in your land,Overtly_Aggressive,True
6346,"Before i use to watch Times now, but seems now they are biased and  the fun of watching of that channel is gone now",normal,False
6347,Wee Angelino on iTunes or Amazon or Google. Video on YouTube Mascot,normal,False
6348,"Why does anyone give importance to such tweets? No wonder, people come up with all kinds of trash. Ignore them, for heaven's sake.",Covertly_Aggressive,True
6349,in 6 days 7800Crore of index option buying by FII's. what are they buying or is it a hedging againts something big to come as it is Januarry??,normal,False
6350,Calling Erodgan sir and calling Modi Feku. True colors of a fundamentalist Muslim. You must be the next ISIS member. Go to Syria and fight. What are you doing in India?,Covertly_Aggressive,True
6351,Moreover that idiot is fan of Terrorist Yakub Menon,Overtly_Aggressive,True
6352,Srk did right in slapping him once.. He deserves slaps,Overtly_Aggressive,True
6353,It's stupid really.. Airtel gives faster access to a lot many sites while jio is selective. Talk of net neutrality. Airtel akela is ethical. Jio is for newbie internet users whose usage if just WhatsApp and maybe a Facebook app. Jio at workplaces suck. Airtel is the best bet!,Overtly_Aggressive,True
6354,Don't misguid the nations. Tell the truth Mr yellow journalist,Covertly_Aggressive,True
6355,This is arrogance of Shivsena.,Covertly_Aggressive,True
6357,"Rumi VP frankly saying he has not given the verdict from SC of Pakistan.
Hanging order's his given by military court and ICJ have no control on military court's for your kind information.",normal,False
6358,Good let's welcome new entrants since times are changing that too our Indian company,normal,False
6359,Main issue with jio is network and data speed ..As compare other tele brand company,Overtly_Aggressive,True
6360,"1)simple congress c.e.o (or ) BJP  ceo,
2)mistry followers or rathan followers 
3)mistry ideas or text book ideas -tata 
4)interest of the investors-consumers or interest of the master cook  
5)egg comes first or chicken comes first ....television mega serial",normal,False
6361,look at ur face looser😡,Overtly_Aggressive,True
6362,#Thats_GreaT,normal,False
6363,People are complaining about long queues outside atms.....w/o realising the bigger picture.The same people are more than happy to stand in queues for reliance jio sim....LOL 😄,Covertly_Aggressive,True
6364,Pakistan ke log marte ha to marne de gussa to itna aata BJP kya pani puri kha rhi ha Modi ji apne leader gungan kre ge,Covertly_Aggressive,True
6365,Is it news aor you are try to panic the people,Covertly_Aggressive,True
6366,Only if u can't get into one of them !,Covertly_Aggressive,True
6367,Stupidity Shown By Narendra Modi. What he want to prove. I make my money white before 6 month,Overtly_Aggressive,True
6368,No he didnt try...he did it for up elections😒😑,Covertly_Aggressive,True
6369,Good news for the country. Traitor like him(CPM). should not be there. They have enough harm to WB and India.,normal,False
6370,Yadav hang aapproved by military  court.military  court  always   use for military  personal.yadav is military  man.it's  always universal  in the world. It's  not new.,Covertly_Aggressive,True
6371,Saw Bahubali 2..... nice  movie,normal,False
6372,What about  dhoni... Even it is an international event... Dont bark dogs... This is the problem of  our sports management,normal,False
6373,Rahul Gandhi of BJP,Covertly_Aggressive,True
6374,What about oh my god,normal,False
6375,but hcl info tgt 76 till 1st week of jan,normal,False
6376,"hahahha icj also said india couldnt satisfy the merit of this case 
but until the complete desicion comes jadav can live few more days",Overtly_Aggressive,True
6377,"Cut the crap and show the bike, hope the results wont be so boring as the event.",Overtly_Aggressive,True
6378,What's wrong with Audis and/or Audi drivers?,normal,False
6379,I just wonder why she is being given all these sound bytes ... must be to try and give publicity to her husband ... other than that why should she be considered a role model?,Overtly_Aggressive,True
6380,Every one shd ignore him because i think he is trying for popularity.....,Overtly_Aggressive,True
6381,India trying to miss lead international community  regarding loc cross firing,Covertly_Aggressive,True
6382,Any good buys among public sector banks apart from SBI?,normal,False
6383,Seriously NO we don't want movies like kick and ek that tiger,Covertly_Aggressive,True
6384,Good. Rather they should be treated as criminals.,Overtly_Aggressive,True
6385,Awwww congratulations to the lovely couple!! Definitely a dream come true for the two of you 😊,normal,False
6386,"Good PM let corrupted leaders bark, you keep your word, we are seeing new hope with you",Covertly_Aggressive,True
6388,Dear all we salute Mr.Narendra Modi Sir the words witch has Promise Before Election Black Money Non Tax able Amount will be Banned. The same has proved by Our Daring Real Horn able PM. Mr. Narendra Modi Sir. and also we hope the except no one can do and vont do except. Horn able PM. Mr. Narendra Modi Sir.,normal,False
6389,Still waiting for Rahul Gandhi's grand expose of the PM. Why is he not speaking in parliament or doing a speech like this.,Covertly_Aggressive,True
6390,Indian Express better Use Burnol !!,Covertly_Aggressive,True
6391,"Unfollow and unlike this  Indian express always spreads negativity, don't let them get followers and our attention towards their posts",Overtly_Aggressive,True
6392,Yes u r rit and people like u can always pull legs...,Covertly_Aggressive,True
6393,"koi nai modi ji rehne do bss ab aap se nahi ho payega, bss ab to ek yhi kaam rh gya hai ki ek or celebrity doond lo jo unke baccho ka further expence utha paye😡😡 . Hope so aage kisi politician ki himmt ho jo apni aulaad ko shaheed hone pr fakrr kre or pakistaan ki iss karyavaahi pr KADI NiNDA kre",Covertly_Aggressive,True
6394,cinema took around their character very wisely nd roudram...,normal,False
6395,No Repulican took him seriously No one really supported him still he made it,normal,False
6396,"Like Mujahideens who do surgical strike daily with kashmiri girls at night.
Now tell me how many girlfriend , burhan Wani had .
Is holy fighting jehad is only about making girlfriends and sex.",Overtly_Aggressive,True
6397,"Pravin Sivan, it's been banned since last few years. No visa of any type to these buggers though not banned on paper I e officially",Overtly_Aggressive,True
6398,Where do you get your wring information from PM Teresa May states Brexit is Brexit  she is going ahead with the wish of the British people only the USA election is rigged crooked the whike world knows even Egyptian TV states its rigged,normal,False
6399,"Where ever there is innocent killing and terrorism you will find the name of Saudi Arabia and Middle East countries, they have kept their own countries safe and clean and pays billions for killing and terrorism in other countries specially third world.",Overtly_Aggressive,True
6400,"Kumar Sambhav pak soliders didn't killed ur soliders.. if if they were to they had to just put a bullet in their chest. This what happened was not done by ours soliders, this is something that even animals can't do, i don't know what u think of us but atleast we are humans....
And by the way i am deeply inspired by ur feelings for the victims of APS school attack...!!",normal,False
6401,Satyam Bora please read that whole article,Covertly_Aggressive,True
6402,Abid...  1st news for your country and just wait...  We will punish Pakistan very badly,Covertly_Aggressive,True
6403,Ha ha means then india is terrorism support country india feed Isis terrorist for spreading violence in peaceful world . shame on you .. Indian,Overtly_Aggressive,True
6404,"Worst is when you see non Pakistanis giving the laugh emoticon for this article. Shameful people!! Even when this happens to Pak Army it is a disgraceful and utterly cowardly act!! Don't worry laughing morons, this week has not ended, porki army corpses will be served hot soon",Overtly_Aggressive,True
6405,"Wipro IT services revenue up 1.6% at Rs 13,402 cr vs `13,196.1 cr (QoQ)",normal,False
6406,"A father can do it, Indians can do it but our netas can't do it. They will politicize it. Wait for ""proof"" gang to ask for proof and declare it a fake encounter",Overtly_Aggressive,True
6407,Only 7 residents of the area opposed the location of music night because of residential area and have some religious institutions. ..that's it,Covertly_Aggressive,True
6408,"Saif Ali  just trying to defame Modiji , #haters",Covertly_Aggressive,True
6409,Hi Soniya Any Special News Announcement in Jet Airways ??? Stock is going in Jet Speed in today's Market.,normal,False
6410,Launch veiled attack? This is what a democratic party looks like,normal,False
6411,Response response fuc*ing respose we r listening n just listening we are waiting badly for this response from long long time from coward indians...,normal,False
6412,"I have no deal with anyone. It's my opinion. And I think I have free to have one. He doesn't suit to play Bheema, that's all.😂😂😂😂😂😂",Covertly_Aggressive,True
6413,"She is working good with BJP. She will rescue all who stuck in AAP or Congress or any other party. 

🙏",normal,False
6414,"I see no dumbheads here supporting demonetisation or modi.
Are they accepting the failure of govt.",Overtly_Aggressive,True
6415,after the rate cut v usually see realty stocks rally but there was no reaction on thod a counters any bite on that,normal,False
6416,"Very good move as it will reduce interest cost on goverment borrowing.Previous goverment in the past borrowed so much money in the past to meet expentiture .Central & State goverment used to present deficit budget. Goverment is doing its best to improve finances.This will help in containing inflation & more money for development.Banks should now reduce borrowing rates on home & personal loan, so demands  pick up resulting more employment",Covertly_Aggressive,True
6417,"old news -any way why don't c-17 directly land in beijing , why hitting around the bush , luck favors the brave",Covertly_Aggressive,True
6418,"One thing i wonder about former RM LALU ji is how out of so many graduated RM,he is the only one to show profit in railways management eventhough he is illiterate.shame on other graduated RM.Your education didn't outperform a illiterate at all.",Covertly_Aggressive,True
6419,When are we ready to welcome Nifty at 9000 and then 9300!!,normal,False
6420,"BJP creates Audiences for him... through their Media agencies. 
He's dancing on the tunes of BJP... bcz AAP exposed BJP's EVM fraud.",Covertly_Aggressive,True
6421,U trolled her correct.... I  sure she is another kanhaiya kumar in making. She doesnt have problem with ANTI NATIONALS like umar khalid.,Covertly_Aggressive,True
6422,"Anuj, what is the reason for BHEL to move up from 120 to 160 levels? Is there a chance for us to book some profits here?",normal,False
6423,However defence got a good salary hikes by this pay commission,normal,False
6424,First of all Baloch peoples must be allowed in your project. India is already involved in this project because POK is nothing but integrated part of India,normal,False
6425,fraud and fake Goverment only work on Media,Overtly_Aggressive,True
6426,Well said Saurabh..Mr Ali as far as i know Mr Manmohan Singh is a very educated man but what he gave to this country?? A basket full of Curruption & scandals...Unlike the present PM who is hardly educated but still if you like guys like Ex PM and Congress party then bro can't help.,Covertly_Aggressive,True
6427,If bjp wins in mcd then there is no comes in any change in MCD . please give ur vote to see the the ten  years work of bjp in MCD . if u think there will no work in MCD any party come then why we give one chance to aap in mcd,normal,False
6428,Hi Sonia do u have new notes of 2000 rs.,normal,False
6429,"^^^^^^ Wow, if you are looking for someone who clearly knows NOTHING about Jews, look no further - Jeremy Mason is your guy!!! 😑😑😑 #antisemitealert #ignorant",Overtly_Aggressive,True
6430,"Still wrong choice..... you read bheema stands more than seven and half feet above the ground. It's not about six pack. Aging actor can't be made bheema...... I know you are a hard core mohanlal fan. But sometimes you need to check the fact
 Mahabharata doesn't mentioned of pot bellied Bheema either....😂😂😂😂",Overtly_Aggressive,True
6431,Akhilesh was already in Contact with Congress and JDU for an alliance in UP polls.,normal,False
6432,Its a great effort by the poor people who need money on daily basis not we who have cards and online access and please next time someone give a chair to this person standing for such a long time for our country,Covertly_Aggressive,True
6433,As cnbc said earlier she is one of Asia's most powerfull women,normal,False
6434,The company should be held responsible and should pay for the loss of the people's privacy.,normal,False
6435,Hahaha surgical strike by pakistan army 300meters inside disputed territory where ur 8 hundred thousand randian army there hahahaha they even can't protect their border,Covertly_Aggressive,True
6436,"If cows are stolen then what should NDTV
expect that people should bow such 
raskels?Mean minded TV channel always
say that they are cow rakshak when all
villagers take part tv channel still want to
blame.NDTV is one fashion working blame
hindus as Modi is hindu",normal,False
6437,How is HP Electric Power ipo ..Will it give good retuen ..Want to know ur views,normal,False
6438,"Dear Indian Express,
I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. 
A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). 
We expect apology from your side for such a mistake. http://indianexpress.com/article/india/fatwa-issued-against-reality-singing-star-nahid-afrin-by-42-clerics-4569825/",Overtly_Aggressive,True
6439,"Proud of PM Modi, Congress party is dragging the country back",Covertly_Aggressive,True
6440,Tell to to REVENGE....We r the 5th largest army in the world.... Can't we handle bloody naxals???,normal,False
6441,Promoting protective sex is immoral? Since when?,Covertly_Aggressive,True
6442,"its so nice to read this, everyone understtod this before me.",normal,False
6443,I had been modi place asked them to revert... kick hard they stop.. but i am not modi,normal,False
6444,Great! I love my PM... Oppositions disrupt both  Rajya Sabha and Lok Sabha ...and expects PM to reply on every issues in which they think they can take political mileage and are making unnecessary propaganda.,normal,False
6445,"By using microphone and speakers are maybe disturbing sleep of people from other religions. As devout Muslims know their prayer timing, it is better to avoid using these speakers. There are so many Apps available now to remind the prayer timing. 
While making comments to other's comments, please use good language. Abusive language should be avoided",Covertly_Aggressive,True
6446,"Dr Mitra's arguments are reasonable and credible. Anyone disagreeing with him, please argue against his arguments and not his politics.",normal,False
6447,Why all sectors doing well...but Real estate not performing ? Even after smart cities announcment,normal,False
6448,"India is a fake, Fragile and unatural union build by British to control the poor masses. it has become a monster for minorities and neighbors, almost 40% of Indian Land is direct under Indian Army control who commit grave human right abuses under notorious AFSPA , Kashmiris hate India for brutal illegal occupation of their land but shameless India so called upper Class Hindu elite doesnt want to Free Kashmir for their political gaines, India is the only country which is being run by Extremists apart from Israel.",Overtly_Aggressive,True
6449,"Shame on media, to project this video anti-AAP. Though he is teaching each party a lesson.",Overtly_Aggressive,True
6450,"Well Priya Mehta ji. Sorry to make you furious. I am not the sexiest. I think u were trying to say sexist.
I am not. I know your feminism took a hit i guess.
Anyway i dont know when this discussion became a girl vs boy argument.
For me she is not representing India. She is there because of her talent not because she is from India.
Sachin used to play for India in the Indian National cricket team so he does represent India exactly like Saina Nehwal or PV Sandhu or Sania Mirza when they play for India in a tournament where countries participate.
Otherwise they are there cz of their talent",normal,False
6451,"Sorry to say, he was our PM for 10 years..",Covertly_Aggressive,True
6452,"A must watch movie, art of story telling and the character representation is just amazing. Creating a history to present it to the mass of people with expectation is the achievement.",normal,False
6454,"on this matter no rapid action took place , rule of is same but waiting and keeping insight to the personality.",Covertly_Aggressive,True
6455,Oh my boy its so funny,normal,False
6456,Is this due to the recent bold  steps taken by mr mists,normal,False
6457,Iit is not everything,Covertly_Aggressive,True
6458,O we are thinking BJP is targeting you because you are Dalit.,normal,False
6459,U r a RSS agent already,Overtly_Aggressive,True
6460,"Where is swiss bank money and u r thinking the whole country working peoples is criminal 
Where r politions money",Covertly_Aggressive,True
6461,The accused has been identified as Rajpal.,normal,False
6462,"Yes a choice is personal to do multiple roles. But puppy statement is an excuse of not working and taking care of home both. Like all earning mothers treat their kids as puppies. She should have some sense. A really lucky lady to get a rich guy, where she can impose herself like a best homemaker. If stay at home parents expect respect, they should also respect earning ladies for their multiple jobs. Very very disrespectful comment by her if she has really given this statement. Well what can we expect also from her. Really disgusting. Video is deleted, so can't comment if puppy statement is true or not. Anyways whosoever has written this word for a kid, I say God just bless.",Overtly_Aggressive,True
6463,Sahil it wont b surpsng u cuntry lets hafez sayed roam freely on whom un has put a bounty n usin the d sm stage ur pm says burhan wani was a peace lovin leadr kild by  IA,Covertly_Aggressive,True
6464,"Jio prime members to get bouquet of Jio Media services till March 31, 2018: Mukesh Ambani",normal,False
6465,"This is the limit of barbarism. Why the hell Indian Govt. is not shunning off the Indus Water Treaty.! Why we are not taking any immediate strict action against these goons !
Pathetic it is",normal,False
6466,What about vande Matram and yoga opposition? What about  Uniform civil code ?,Covertly_Aggressive,True
6467,"Under public pressure they are compelled to say it is NOT a  FATWA but an appeal. But listen to the arguments they are giving, it reflects  an appeal which has to be agreed and followed.",Overtly_Aggressive,True
6468,He is the reason for this fellow to become powerful. Now what is the point in regretting?,normal,False
6469,"They even deny that they have lost all the wars fought against India so what else can you expect from a terrorist producing country? 
Let 'em bark, we don't give F",Overtly_Aggressive,True
6470,If courage ask for files from modi or any state govt. I fear sir for a heart attackon seeing things on those file. Anna ji playing politics. He is awake when has to say against Kejriwal but in deep sleep if asked about lokpal or questionable things about bjp.,Covertly_Aggressive,True
6471,Time for retirement or shift Pakistan to develop communist cadres there !!!,normal,False
6472,"It's not only about secularism, it's about choice between individual liberty and social liberty, it's constitutional right that everyone could follow religion in his own way but point is that social liberty always prior to individual one .
So follow religion which not harm or disturb social atmosphere.
We have to respect social sense of responsibility too.
Now it's depends upon society, at which degree they wish to cooperate .",Overtly_Aggressive,True
6473,"Anna ji, dare....to speak on LOKPAL . Dont pass BJP's sponsured propaganda on basis of report. Have you spoken ever on CAG reports of other government ever? you are selective, and frustrated.",Overtly_Aggressive,True
6474,What does he has other than skilled way of talking,Covertly_Aggressive,True
6475,FALSE NEWS,normal,False
6476,Some parties would come to know what can happen when there is will there is way,normal,False
6477,Whatever Virender Sehwag. How defensive you are how..! You won with hatredness over Peace. Being a influencing personality you proved you are insensitive.,Overtly_Aggressive,True
6478,They won't get goats there,Covertly_Aggressive,True
6479,"★★★TIRED OF BEING BROKE ★★★

$3,000 - $4,000 per month‼️
No Experience Required‼️
Training provided‼️
Benefits Immediately‼️
Get Paid Weekly‼️
For more info🤔🤔🤔
✔️Friend Me‼️
✔️Inbox Me‼️
 ✔️ www.CoolMoneyMethod. com‼️",normal,False
6480,Hahaha those who argue modi the coward man to do something are world foolish peoples. Modi can killed only unarmed innocent Muslims in india. He can't thing even in dream to face pakistan now.,Covertly_Aggressive,True
6481,"Pls come out of politics and work for the betterment of our country , which is needed desperatley at present moment.",Covertly_Aggressive,True
6482,Seriously after all this if the bike turns out to be below expectation iam worried about that,normal,False
6483,"Well said, Rahul ! We need more voice from you.",normal,False
6484,"They will highlight 
1. GDP per capita 
2. Livability index 
3. Brain drain",normal,False
6485,who is dumb 10 yrs on corruption and scams......big joke....,normal,False
6486,"CGST, IGST, Compensation & UTGST laws will need parliamentary approval: FM",normal,False
6487,so true,Overtly_Aggressive,True
6488,#KRK is happy because this video broke his records of taking cuss words.,Covertly_Aggressive,True
6489,Fake news. Bhakti,Overtly_Aggressive,True
6490,"Unlike Sonam Kapoor , Aishwarya Rai, andother celebs who endrose fairness creams, hair products which inly damage your hair in the end, She is in an advt that will eventually save many from catching STDs and unwanted pregnancies. Where is immorality? Time to ponder.",Covertly_Aggressive,True
6491,105 years ago EngLand made less than 100 runs in first innings against south africa in 1905 THEN PaKistAn done it now; superb PaKiStaNi team,normal,False
6492,"As Nithin Gadkari said; ""if criminals enter the party, we lessen their faults and increase their merits"". The act qualifies him to Share the stage with Yogi Adithyanath. To empower the criminals to rule the nation is extremely patriotic act.  Pray that rest of parties don't follow BJP in this regard.",Covertly_Aggressive,True
6493,Politics is the dirty game. And all places see mostly corruption and discrimination in India.,normal,False
6494,Prashant Sharma  yes I keep forgetting that there is no democracy left after 2014. In our country women is reportedly raped in every 15 mins. No one is taking action against that.,normal,False
6495,We don't need terrorists supporter idea. Pls let him keep his thoughts with him.,Covertly_Aggressive,True
6496,Shameful act !,Covertly_Aggressive,True
6497,Why didn't u stopped 500 and 1000 notes from 8pm on 8th of nov.why have u given 4 extra hours to people to cover bkack money in books.,Covertly_Aggressive,True
6498,So Bahubali released on this beautiful day. So it's got the blessing of Lord Shiva it's an eternal movie nothing can take its place.,normal,False
6499,Then why such a Tweet.,Covertly_Aggressive,True
6500,Agra Lucknow express way was part of Ganga express way project of Mayawati government and Metro project was also from mayawati government extensio of Delhi nodia metro project. Akilesh just taking credit of maywati government projects and changed names..,Covertly_Aggressive,True
6501,Where is the Nifty headed too ? Post Rbi policy,normal,False
6502,"Pm cheat with  people 
Real investigation  report  not published. Because  dawn leaks  done pm daughter. Everyone  know from politicians  to  civil  society.",Overtly_Aggressive,True
6503,Who they r saying negative about midi and not supporting him they will suffer in future...great job modiji,Covertly_Aggressive,True
6504,Ofcourse. Pak produces JF-17 & missiles for #Ind needs and deserves :-P,normal,False
6505,RSS agent,Covertly_Aggressive,True
6506,"Simple reporter having Bad past of taking a ""Nabalig"" girl on tv for attaching in mob for marriage.....Ya every one has bad past.... how Raju will react....of course same way.....He might have got good offer that if you ""COULD"" by your midea expertise can spoil the Madison Gaden show or rather complete visit you will be rewarded by this & that... When he saw its price going away ....definitely any one will get angry........ finally how many channels some one can change Boss....Raja logo ko deep dikhate hain Chaiwale ko kaise pasand karenge...bhai....come on Raju be a sport....He may not be good at speaking English but ""Einglish"" is not the perameter of intelligence....for sure... & you are proof of that...",Covertly_Aggressive,True
6507,True!!!,Covertly_Aggressive,True
6508,Didn't expect this from Indian Express. Such a bogus title.,Covertly_Aggressive,True
6509,"emerging out of the wall street bail out, today IT bail out cant be carried forward.",normal,False
6510,"We are foolishly showing mercy to paki cockroaches, they are not humans to be dealt with diplomatically... Pigs understand only beast language.",Overtly_Aggressive,True
6511,"closest ally of argentina -brazil ,uragual , paraguay ,venenzuela, u.s ...so hero can sell in those countries ---> ""better not too late hero motors """,normal,False
6512,they are launching cute & hot models - I guess the bike is incidental,Covertly_Aggressive,True
6513,Wish you great years ahead .  Happy Diwali Ratan Tata,normal,False
6514,"Well deserved.  Truly, She is a legend.  😊",normal,False
6515,he told me straight away he shall not sign my mediclaim bills till as per his satisfaction thanks to Stanley menses he sorted out my diffrences an put sense I dr bhagwati  so I was disharged,normal,False
6516,"Enough of such gau Rakshaks and its sympathisers. I'm having beef right now and if i ever get a chance, I'll feed beefs to Gau Rakshaks too.",normal,False
6517,Secure.... hahahaha... my friends sister in law lost 5000 in paytm...,Covertly_Aggressive,True
